		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW	THSW			Rain	Solar	Solar	Hi Solar	UV 	UV 	Hi 	Heat	Cool	In 	In	In 	In 	In 	In Air		Wind	Wind	ISS 	Arc.
Date	Time	Out	Temp	Temp	Hum	Pt.	Speed	Dir	Run	Speed	Dir	Chill	Index	Index	Index	Bar  	Rain	Rate	Rad.	Energy	Rad. 	Index	Dose	UV 	D-D 	D-D 	Temp	Hum	Dew	Heat	EMC	Density	ET 	Samp	Tx 	Recept	Int.
19/01/15	12:10 a	21.6	21.7	21.6	86	19.2	1.3	SSE	0.80	2.7	WSW	21.6	22.7	22.7	21.7	759.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.023	29.4	50	17.9	30.4	9.05	 .0714	0.00	233	1	100.0	10
19/01/15	12:20 a	21.6	21.6	21.6	86	19.1	0.9	S	0.54	2.7	SSE	21.6	22.6	22.6	21.6	759.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.022	29.4	50	17.9	30.4	9.05	 .0714	0.00	235	1	100.0	10
19/01/15	12:30 a	21.4	21.6	21.4	86	19.0	0.9	S	0.54	2.2	SSW	21.4	22.4	22.4	21.5	759.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.022	29.4	50	17.9	30.4	9.05	 .0714	0.00	234	1	100.0	10
19/01/15	12:40 a	21.4	21.5	21.4	86	19.0	0.9	S	0.54	2.2	SSW	21.4	22.4	22.4	21.5	759.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.022	29.4	50	17.9	30.4	9.05	 .0714	0.00	234	1	100.0	10
19/01/15	12:50 a	21.4	21.4	21.4	86	18.9	0.9	S	0.54	2.7	SSW	21.4	22.3	22.3	21.4	759.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.021	29.3	50	17.8	30.3	9.06	 .0714	0.00	234	1	100.0	10
19/01/15	1:00 a	21.4	21.4	21.4	86	18.9	0.9	SSW	0.54	2.2	SSE	21.4	22.3	22.3	21.4	759.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.021	29.3	50	17.8	30.3	9.06	 .0714	0.03	234	1	100.0	10
19/01/15	1:10 a	21.4	21.4	21.3	85	18.8	1.3	S	0.80	3.6	SSW	21.4	22.3	22.3	21.4	759.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.021	29.2	50	17.7	30.2	9.06	 .0714	0.00	234	1	100.0	10
19/01/15	1:20 a	21.3	21.4	21.3	85	18.7	1.3	S	0.80	2.7	SSE	21.3	22.2	22.2	21.3	759.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.021	29.2	50	17.7	30.2	9.06	 .0714	0.00	234	1	100.0	10
19/01/15	1:30 a	21.3	21.3	21.3	85	18.7	0.9	S	0.54	2.2	S	21.3	22.2	22.2	21.2	759.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.020	29.2	50	17.7	30.2	9.06	 .0714	0.00	235	1	100.0	10
19/01/15	1:40 a	21.3	21.3	21.3	85	18.7	0.9	S	0.54	2.7	SSW	21.3	22.2	22.2	21.2	759.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.020	29.2	50	17.7	30.2	9.06	 .0714	0.00	234	1	100.0	10
19/01/15	1:50 a	21.2	21.3	21.2	85	18.6	0.9	SSW	0.54	2.2	S	21.2	22.1	22.1	21.2	759.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.020	29.2	50	17.7	30.2	9.06	 .0714	0.00	234	1	100.0	10
19/01/15	2:00 a	21.2	21.2	21.2	85	18.6	0.9	S	0.54	2.2	SSW	21.2	22.1	22.1	21.2	759.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.020	29.1	50	17.6	30.1	9.06	 .0714	0.03	234	1	100.0	10
19/01/15	2:10 a	21.2	21.2	21.2	85	18.5	0.9	S	0.54	2.7	S	21.2	22.0	22.0	21.1	759.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.020	29.1	50	17.6	30.1	9.06	 .0714	0.00	234	1	100.0	10
19/01/15	2:20 a	21.1	21.2	21.1	85	18.5	0.9	S	0.54	2.2	S	21.1	21.9	21.9	21.0	758.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.019	29.1	50	17.6	30.1	9.06	 .0714	0.00	234	1	100.0	10
19/01/15	2:30 a	21.1	21.1	21.1	85	18.4	0.9	S	0.54	2.7	SSE	21.1	21.9	21.9	20.9	758.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.019	29.0	50	17.5	30.0	9.07	 .0714	0.00	235	1	100.0	10
19/01/15	2:40 a	21.1	21.1	21.0	85	18.4	0.9	S	0.54	2.2	SSW	21.1	21.9	21.9	20.9	758.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.019	29.0	50	17.5	30.0	9.07	 .0714	0.00	234	1	100.0	10
19/01/15	2:50 a	21.1	21.1	21.0	85	18.4	1.3	S	0.80	3.1	WSW	21.1	21.9	21.9	20.9	758.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.019	28.9	50	17.5	29.9	9.07	 .0714	0.00	234	1	100.0	10
19/01/15	3:00 a	21.1	21.1	21.0	85	18.4	0.9	SSE	0.54	3.1	SSW	21.1	21.9	21.9	20.9	758.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.019	28.9	50	17.5	29.9	9.07	 .0714	0.03	234	1	100.0	10
19/01/15	3:10 a	21.0	21.1	21.0	85	18.4	0.9	S	0.54	3.1	SSE	21.0	21.9	21.9	20.9	758.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.019	28.9	50	17.4	29.9	9.07	 .0714	0.00	234	1	100.0	10
19/01/15	3:20 a	20.9	21.1	20.9	85	18.3	1.3	S	0.80	3.1	S	20.9	21.8	21.8	20.9	758.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.018	28.9	50	17.4	29.9	9.07	 .0714	0.00	234	1	100.0	10
19/01/15	3:30 a	20.9	20.9	20.9	85	18.3	0.9	S	0.54	3.1	SW	20.9	21.8	21.8	20.8	758.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.018	28.8	50	17.4	29.8	9.07	 .0715	0.00	234	1	100.0	10
19/01/15	3:40 a	20.8	20.9	20.8	86	18.4	0.9	SSW	0.54	2.2	SSW	20.8	21.8	21.8	20.8	759.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.017	28.8	50	17.3	29.7	9.07	 .0715	0.00	235	1	100.0	10
19/01/15	3:50 a	20.8	20.8	20.8	86	18.3	0.4	S	0.27	2.7	S	20.8	21.7	21.7	20.8	759.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.017	28.8	50	17.3	29.7	9.07	 .0715	0.00	234	1	100.0	10
19/01/15	4:00 a	20.8	20.8	20.8	86	18.3	0.9	S	0.54	2.2	S	20.8	21.7	21.7	20.8	759.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.017	28.8	50	17.3	29.7	9.07	 .0715	0.03	234	1	100.0	10
19/01/15	4:10 a	20.7	20.8	20.7	86	18.2	0.4	SSW	0.27	1.8	S	20.7	21.7	21.7	20.7	759.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.016	28.7	50	17.3	29.6	9.08	 .0715	0.00	234	1	100.0	10
19/01/15	4:20 a	20.6	20.7	20.6	86	18.2	0.4	SSW	0.27	2.2	S	20.6	21.6	21.6	20.7	759.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.016	28.7	50	17.3	29.6	9.08	 .0715	0.00	234	1	100.0	10
19/01/15	4:30 a	20.6	20.6	20.6	86	18.1	0.9	S	0.54	2.2	SE	20.6	21.6	21.6	20.6	759.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.015	28.7	50	17.3	29.6	9.08	 .0715	0.00	234	1	100.0	10
19/01/15	4:40 a	20.6	20.6	20.6	86	18.1	0.9	S	0.54	2.2	SSW	20.6	21.6	21.6	20.6	759.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.015	28.7	50	17.2	29.6	9.08	 .0716	0.00	234	1	100.0	10
19/01/15	4:50 a	20.6	20.6	20.6	86	18.1	1.3	S	0.80	2.7	S	20.6	21.6	21.6	20.6	759.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.015	28.7	50	17.2	29.6	9.08	 .0716	0.00	235	1	100.0	10
19/01/15	5:00 a	20.6	20.6	20.6	85	18.0	1.8	S	1.07	2.7	SSE	20.6	21.6	21.6	20.7	759.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.016	28.6	50	17.2	29.4	9.08	 .0716	0.03	234	1	100.0	10
19/01/15	5:10 a	20.7	20.7	20.6	85	18.1	1.3	S	0.80	2.7	S	20.7	21.6	21.6	20.7	759.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.016	28.6	50	17.1	29.3	9.08	 .0716	0.00	234	1	100.0	10
19/01/15	5:20 a	20.7	20.7	20.7	85	18.1	1.3	S	0.80	2.7	SSE	20.7	21.6	21.6	20.7	759.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.016	28.6	50	17.1	29.3	9.08	 .0716	0.00	234	1	100.0	10
19/01/15	5:30 a	20.7	20.7	20.7	84	17.9	1.8	S	1.07	2.7	SSW	20.7	21.6	21.6	20.7	759.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.016	28.5	50	17.1	29.3	9.08	 .0717	0.00	234	1	100.0	10
19/01/15	5:40 a	20.7	20.7	20.7	84	17.9	1.8	SSE	1.07	2.7	SW	20.7	21.6	21.6	20.7	759.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.016	28.5	50	17.1	29.3	9.08	 .0717	0.00	234	1	100.0	10
19/01/15	5:50 a	20.7	20.7	20.7	84	17.9	1.8	SSE	1.07	2.7	SSE	20.7	21.6	21.6	20.7	759.8	0.00	0.0	2	0.03	5	0.0	0.00	0.0	0.000	0.016	28.4	50	17.0	29.2	9.09	 .0717	0.00	235	1	100.0	10
19/01/15	6:00 a	20.7	20.7	20.7	84	17.9	1.8	S	1.07	3.6	SSW	20.7	21.6	21.6	20.8	760.0	0.00	0.0	12	0.17	18	0.0	0.00	0.0	0.000	0.017	28.4	50	17.0	29.2	9.09	 .0717	0.03	234	1	100.0	10
19/01/15	6:10 a	20.8	20.8	20.7	83	17.8	1.8	S	1.07	3.1	SSE	20.8	21.6	21.6	20.9	760.1	0.00	0.0	24	0.34	32	0.0	0.00	0.0	0.000	0.017	28.4	50	17.0	29.1	9.09	 .0717	0.00	234	1	100.0	10
19/01/15	6:20 a	20.8	20.8	20.7	83	17.8	1.8	SSE	1.07	2.7	SSE	20.8	21.6	21.6	21.2	760.1	0.00	0.0	38	0.54	42	0.0	0.00	0.0	0.000	0.017	28.4	50	17.0	29.1	9.09	 .0717	0.00	234	1	100.0	10
19/01/15	6:30 a	20.9	20.9	20.8	83	17.9	1.8	S	1.07	3.1	SSE	20.9	21.7	21.7	21.4	760.3	0.00	0.0	53	0.76	62	0.0	0.00	0.0	0.000	0.018	28.4	50	17.0	29.1	9.09	 .0718	0.00	234	1	100.0	10
19/01/15	6:40 a	21.1	21.1	20.9	82	17.9	1.3	S	0.80	2.7	SSE	21.1	21.8	21.8	21.9	760.4	0.00	0.0	80	1.15	97	0.0	0.00	0.0	0.000	0.019	28.4	50	17.0	29.1	9.09	 .0718	0.00	234	1	100.0	10
19/01/15	6:50 a	21.3	21.3	21.1	81	17.9	1.8	SSE	1.07	3.6	SSW	21.3	22.1	22.1	22.6	760.4	0.00	0.0	115	1.65	132	0.1	0.01	0.5	0.000	0.021	28.4	50	17.0	29.1	9.09	 .0718	0.00	234	1	100.0	10
19/01/15	7:00 a	21.6	21.6	21.3	81	18.2	1.8	SSE	1.07	3.6	S	21.6	22.3	22.3	23.3	760.6	0.00	0.0	151	2.16	165	0.5	0.04	0.6	0.000	0.022	28.4	50	17.0	29.1	9.09	 .0718	0.05	235	1	100.0	10
19/01/15	7:10 a	21.8	21.8	21.6	80	18.2	1.3	S	0.80	3.6	SSW	21.8	22.6	22.6	24.0	760.8	0.00	0.0	185	2.65	200	0.6	0.04	0.7	0.000	0.024	28.4	50	17.0	29.2	9.09	 .0718	0.00	234	1	100.0	10
19/01/15	7:20 a	22.2	22.2	21.8	79	18.4	1.3	S	0.80	3.1	SE	22.2	22.9	22.9	27.1	760.9	0.00	0.0	220	3.15	237	0.7	0.05	0.8	0.000	0.027	28.4	50	17.0	29.2	9.09	 .0718	0.00	234	1	100.0	10
19/01/15	7:30 a	22.5	22.5	22.2	78	18.5	0.9	SSE	0.54	2.7	SSE	22.5	23.3	23.3	28.1	761.0	0.00	0.0	255	3.66	269	0.8	0.06	0.9	0.000	0.029	28.5	50	17.1	29.3	9.08	 .0718	0.00	234	1	100.0	10
19/01/15	7:40 a	22.8	22.8	22.6	76	18.4	1.3	S	0.80	3.6	S	22.8	23.7	23.7	28.9	761.2	0.00	0.0	287	4.11	304	0.9	0.06	1.0	0.000	0.031	28.6	50	17.2	29.4	9.08	 .0718	0.00	234	1	100.0	10
19/01/15	7:50 a	23.1	23.1	22.8	75	18.4	2.2	SSE	1.34	4.0	S	23.1	24.0	24.0	29.7	761.3	0.00	0.0	325	4.66	345	1.1	0.08	1.1	0.000	0.033	28.7	50	17.2	29.6	9.08	 .0718	0.00	234	1	100.0	10
19/01/15	8:00 a	23.4	23.4	23.1	75	18.7	1.8	S	1.07	3.6	SSW	23.4	24.4	24.4	30.4	761.4	0.00	0.0	360	5.16	378	1.2	0.09	1.2	0.000	0.035	28.7	50	17.3	29.6	9.08	 .0718	0.18	235	1	100.0	10
19/01/15	8:10 a	23.7	23.7	23.4	74	18.8	2.2	SSE	1.34	3.6	S	23.7	24.7	24.7	31.0	761.4	0.00	0.0	398	5.71	424	1.3	0.09	1.4	0.000	0.037	28.8	49	17.0	29.6	8.87	 .0718	0.00	234	1	100.0	10
19/01/15	8:20 a	24.1	24.1	23.7	74	19.1	1.3	SSE	0.80	4.0	SSW	24.1	25.2	25.2	31.6	761.4	0.00	0.0	429	6.15	445	1.4	0.10	1.5	0.000	0.040	28.9	49	17.1	29.8	8.87	 .0717	0.00	234	1	100.0	10
19/01/15	8:30 a	24.4	24.4	24.1	71	18.8	1.8	S	1.07	4.5	SSW	24.4	25.5	25.5	32.0	761.4	0.00	0.0	465	6.67	483	1.6	0.11	1.7	0.000	0.042	28.9	49	17.2	29.9	8.87	 .0717	0.00	234	1	100.0	10
19/01/15	8:40 a	24.7	24.7	24.4	71	19.1	1.8	SSE	1.07	4.5	WSW	24.7	25.8	25.8	32.4	761.4	0.00	0.0	495	7.10	510	1.7	0.12	1.8	0.000	0.044	29.0	49	17.2	29.9	8.87	 .0717	0.00	234	1	100.0	10
