		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW	THSW			Rain	Solar	Solar	Hi Solar	UV 	UV 	Hi 	Heat	Cool	In 	In	In 	In 	In 	In Air		Wind	Wind	ISS 	Arc.
Date	Time	Out	Temp	Temp	Hum	Pt.	Speed	Dir	Run	Speed	Dir	Chill	Index	Index	Index	Bar  	Rain	Rate	Rad.	Energy	Rad. 	Index	Dose	UV 	D-D 	D-D 	Temp	Hum	Dew	Heat	EMC	Density	ET 	Samp	Tx 	Recept	Int.
22/08/14	12:10 a	27.5	27.6	27.4	82	24.2	2.2	NNE	1.34	4.0	N	27.5	31.3	31.3	30.7	753.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.064	33.8	51	22.3	38.7	9.09	 .0693	0.00	232	1	100.0	10
22/08/14	12:20 a	27.4	27.5	27.4	82	24.0	2.2	NNE	1.34	4.0	NNE	27.4	31.0	31.0	30.4	753.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.063	33.7	51	22.2	38.4	9.10	 .0693	0.00	235	1	100.0	10
22/08/14	12:30 a	27.3	27.4	27.3	83	24.1	2.2	NNE	1.34	3.1	NNE	27.3	30.8	30.8	30.2	753.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.062	33.7	51	22.2	38.4	9.10	 .0693	0.00	234	1	100.0	10
22/08/14	12:40 a	27.2	27.3	27.2	83	24.1	1.8	NNE	1.07	3.6	NW	27.2	30.7	30.7	30.1	752.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.062	33.7	51	22.1	38.3	9.10	 .0693	0.00	234	1	100.0	10
22/08/14	12:50 a	27.2	27.2	27.2	83	24.0	1.8	N	1.07	2.7	NNW	27.2	30.6	30.6	30.0	752.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.061	33.7	51	22.1	38.3	9.10	 .0693	0.00	234	1	100.0	10
22/08/14	1:00 a	27.1	27.2	27.1	83	24.0	2.2	NNW	1.34	3.6	NNW	27.1	30.5	30.5	29.9	752.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.061	33.7	51	22.1	38.3	9.10	 .0693	0.03	234	1	100.0	10
22/08/14	1:10 a	27.1	27.1	27.1	84	24.1	1.8	NNW	1.07	3.1	NW	27.1	30.5	30.5	29.9	752.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.061	33.6	51	22.1	38.2	9.10	 .0693	0.00	234	1	100.0	10
22/08/14	1:20 a	27.0	27.1	27.0	84	24.1	1.3	N	0.80	2.2	NNW	27.0	30.4	30.4	29.8	752.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.060	33.6	51	22.1	38.2	9.10	 .0693	0.00	234	1	100.0	10
22/08/14	1:30 a	26.9	27.0	26.9	84	24.0	0.9	N	0.54	2.2	N	26.9	30.3	30.3	29.7	752.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.060	33.6	51	22.1	38.2	9.10	 .0693	0.00	235	1	100.0	10
