Date,Time,Temp Out,Hi Temp,Low Temp,Out Hum,Dew Pt.,Wind Speed,Wind Dir,Wind Run,Hi Speed,Hi Dir,Wind Chill,Heat Index,THW Index,THSW Index,Bar  ,Rain,Rain Rate,Solar Rad.,Solar Energy,Hi Solar Rad. ,UV  Index,UV  Dose,Hi  UV ,Heat D-D ,Cool D-D ,In  Temp,In Hum,In  Dew,In  Heat,In  EMC,In Air Density,ET ,Wind Samp,Wind Tx ,ISS  Recept,Arc. Int.
2017-01-21,2240,72.8,72.8,72.8,95,71.3,0.4,SW,0.03,1.8,N,72.8,75.6,75.6,73.8,762.1,0,0,0,0,0,0,0,0,0,0.005,87.9,55,69.7,93,9.79,1.1358,0,23,1,100,1
2017-01-21,2241,72.8,72.8,72.8,95,71.3,0.9,SW,0.05,2.2,SW,72.8,75.6,75.6,73.8,762.1,0,0,0,0,0,0,0,0,0,0.005,87.9,55,69.7,93,9.79,1.1358,0,24,1,100,1
2017-01-21,2242,72.8,72.8,72.8,95,71.3,1.8,SW,0.11,3.1,SW,72.8,75.6,75.6,73.8,762.1,0,0,0,0,0,0,0,0,0,0.005,87.9,55,69.7,93,9.79,1.1358,0,23,1,100,1
2017-01-21,2243,72.8,72.9,72.8,95,71.3,0.9,SW,0.05,2.7,WSW,72.8,75.6,75.6,73.8,762.1,0,0,0,0,0,0,0,0,0,0.005,88,55,69.8,93.1,9.79,1.1355,0,23,1,100,1
2017-01-21,2244,72.8,72.9,72.8,95,71.3,0.4,N,0.03,0.9,N,72.8,75.6,75.6,73.8,762.1,0,0,0,0,0,0,0,0,0,0.005,88,55,69.8,93.1,9.79,1.1356,0,24,1,100,1
2017-01-21,2245,72.9,72.9,72.8,95,71.4,0,SE,0,0.4,SE,72.9,75.7,75.7,73.9,762.1,0,0,0,0,0,0,0,0,0,0.005,88,55,69.8,93.1,9.79,1.1355,0,23,1,100,1
2017-01-21,2246,72.8,72.9,72.8,95,71.3,0,N,0,1.8,SSW,72.8,75.6,75.6,73.8,762.1,0,0,0,0,0,0,0,0,0,0.005,88,55,69.8,93.1,9.79,1.1355,0,24,1,100,1
2017-01-21,2247,72.9,72.9,72.8,95,71.4,0,SW,0,0.4,SW,72.9,75.7,75.7,73.9,762.1,0,0,0,0,0,0,0,0,0,0.005,88.1,55,69.9,93.3,9.79,1.1352,0,23,1,100,1
2017-01-21,2248,72.9,72.9,72.9,95,71.4,0.4,N,0.03,0.9,SW,72.9,75.7,75.7,73.9,762.1,0,0,0,0,0,0,0,0,0,0.005,88.1,55,69.9,93.3,9.79,1.1352,0,24,1,100,1
2017-01-21,2249,72.9,72.9,72.9,95,71.4,0.4,N,0.03,1.3,SW,72.9,75.7,75.7,73.9,762.1,0,0,0,0,0,0,0,0,0,0.005,88.1,55,69.9,93.3,9.79,1.1352,0,23,1,100,1
2017-01-21,2250,72.9,72.9,72.9,95,71.4,0,N,0,0.4,N,72.9,75.7,75.7,73.9,762.1,0,0,0,0,0,0,0,0,0,0.005,88.1,55,69.9,93.3,9.79,1.1352,0,23,1,100,1
2017-01-21,2251,72.9,72.9,72.9,95,71.4,0.4,SW,0.03,0.9,SW,72.9,75.7,75.7,73.9,762.1,0,0,0,0,0,0,0,0,0,0.005,88,55,69.8,93.1,9.79,1.1355,0,24,1,100,1
2017-01-21,2252,72.9,72.9,72.9,95,71.4,0,---,0,0,---,72.9,75.7,75.7,73.9,762.1,0,0,0,0,0,0,0,0,0,0.005,88,55,69.8,93.1,9.79,1.1355,0,23,1,100,1
2017-01-21,2253,72.9,72.9,72.9,95,71.4,0,N,0,0.4,N,72.9,75.7,75.7,73.9,762.1,0,0,0,0,0,0,0,0,0,0.005,88,55,69.8,93.1,9.79,1.1355,0,24,1,100,1
2017-01-21,2254,72.9,72.9,72.9,95,71.4,0,SW,0,0.9,SW,72.9,75.7,75.7,73.9,762.1,0,0,0,0,0,0,0,0,0,0.005,88,55,69.8,93.1,9.79,1.1355,0,23,1,100,1
2017-01-21,2255,72.9,72.9,72.9,95,71.4,0,N,0,0.9,N,72.9,75.7,75.7,73.9,762.1,0,0,0,0,0,0,0,0,0,0.005,88,55,69.8,93.1,9.79,1.1355,0,23,1,100,1
2017-01-21,2256,72.9,72.9,72.9,95,71.4,0.9,SW,0.05,2.2,SW,72.9,75.7,75.7,73.9,762.1,0,0,0,0,0,0,0,0,0,0.005,88,55,69.8,93.1,9.79,1.1355,0,24,1,100,1
2017-01-21,2257,72.9,72.9,72.9,95,71.4,1.3,N,0.08,2.7,N,72.9,75.7,75.7,73.9,762.1,0,0,0,0,0,0,0,0,0,0.005,87.9,55,69.7,93,9.79,1.1357,0,23,1,100,1
2017-01-21,2258,72.9,72.9,72.9,95,71.4,1.3,N,0.08,3.1,SW,72.9,75.7,75.7,73.9,762,0,0,0,0,0,0,0,0,0,0.005,87.9,55,69.7,93,9.79,1.1357,0,24,1,100,1
2017-01-21,2259,72.9,72.9,72.9,95,71.4,0.4,SW,0.03,1.8,N,72.9,75.7,75.7,73.9,762,0,0,0,0,0,0,0,0,0,0.005,87.9,55,69.7,93,9.79,1.1357,0,23,1,100,1
2017-01-21,2300,72.9,72.9,72.9,95,71.4,0.9,SW,0.05,1.8,SW,72.9,75.7,75.7,73.9,762,0,0,0,0,0,0,0,0,0,0.005,87.8,55,69.6,92.8,9.79,1.136,0,24,1,100,1
2017-01-21,2301,72.9,72.9,72.9,95,71.4,0,N,0,0.9,N,72.9,75.7,75.7,73.9,762,0,0,0,0,0,0,0,0,0,0.005,87.8,56,70.1,93.2,9.99,1.1355,0,23,1,100,1
2017-01-21,2302,72.9,72.9,72.9,95,71.4,0.9,SW,0.05,2.7,SW,72.9,75.7,75.7,73.9,762,0,0,0,0,0,0,0,0,0,0.005,87.7,56,70.1,93.1,10,1.1357,0,23,1,100,1
2017-01-21,2303,72.9,72.9,72.9,95,71.4,0,---,0,0,---,72.9,75.7,75.7,73.9,762,0,0,0,0,0,0,0,0,0,0.005,87.7,56,70.1,93.1,10,1.1357,0,24,1,100,1
2017-01-21,2304,72.9,72.9,72.9,95,71.4,0.4,SW,0.03,1.8,SW,72.9,75.7,75.7,73.9,761.9,0,0,0,0,0,0,0,0,0,0.005,87.7,56,70.1,93.1,10,1.1357,0,23,1,100,1
2017-01-21,2305,72.9,72.9,72.9,95,71.4,0.4,N,0.03,1.8,N,72.9,75.7,75.7,73.9,761.9,0,0,0,0,0,0,0,0,0,0.005,87.7,56,70.1,93.1,10,1.1357,0,24,1,100,1
2017-01-21,2306,72.9,72.9,72.9,95,71.4,0.4,N,0.03,1.3,N,72.9,75.7,75.7,73.9,761.9,0,0,0,0,0,0,0,0,0,0.005,87.6,56,70,92.9,10,1.136,0,23,1,100,1
2017-01-21,2307,72.9,72.9,72.9,95,71.4,0,N,0,0.4,N,72.9,75.7,75.7,73.9,761.9,0,0,0,0,0,0,0,0,0,0.005,87.6,56,70,92.9,10,1.136,0,23,1,100,1
2017-01-21,2308,72.9,72.9,72.9,95,71.4,0,SW,0,0.9,SW,72.9,75.7,75.7,73.9,761.9,0,0,0,0,0,0,0,0,0,0.005,87.6,56,70,92.9,10,1.1359,0,24,1,100,1
2017-01-21,2309,72.9,72.9,72.9,95,71.4,0.4,SW,0.03,0.9,N,72.9,75.7,75.7,73.9,761.9,0,0,0,0,0,0,0,0,0,0.005,87.6,56,70,92.9,10,1.1359,0,23,1,100,1
2017-01-21,2310,72.9,72.9,72.9,95,71.4,0,---,0,0,---,72.9,75.7,75.7,73.9,761.9,0,0,0,0,0,0,0,0,0,0.005,87.6,56,70,92.9,10,1.1359,0,24,1,100,1
2017-01-21,2311,72.9,72.9,72.9,95,71.4,0,WSW,0,0.9,WSW,72.9,75.7,75.7,73.9,761.9,0,0,0,0,0,0,0,0,0,0.005,87.6,56,70,92.9,10,1.1359,0,23,1,100,1
2017-01-21,2312,72.9,72.9,72.9,95,71.4,0,WSW,0,0.9,WSW,72.9,75.7,75.7,73.9,761.9,0,0,0,0,0,0,0,0,0,0.005,87.6,56,70,92.9,10,1.1359,0,24,1,100,1
2017-01-21,2313,72.9,72.9,72.9,95,71.4,0,---,0,0,---,72.9,75.7,75.7,73.9,761.9,0,0,0,0,0,0,0,0,0,0.005,87.6,56,70,92.9,10,1.1359,0,23,1,100,1
2017-01-21,2314,72.9,72.9,72.9,95,71.4,0,---,0,0,---,72.9,75.7,75.7,73.9,761.9,0,0,0,0,0,0,0,0,0,0.005,87.6,56,70,92.9,10,1.1359,0,23,1,100,1
2017-01-21,2315,72.9,72.9,72.9,95,71.4,0,N,0,0.4,SW,72.9,75.7,75.7,73.9,761.9,0,0,0,0,0,0,0,0,0,0.005,87.6,56,70,92.9,10,1.1359,0,24,1,100,1
2017-01-21,2316,72.9,72.9,72.9,95,71.4,0,---,0,0,---,72.9,75.7,75.7,73.9,761.9,0,0,0,0,0,0,0,0,0,0.005,87.6,56,70,92.9,10,1.1359,0,23,1,100,1
2017-01-21,2317,72.9,72.9,72.9,95,71.4,0,N,0,0.9,SW,72.9,75.7,75.7,73.9,761.9,0,0,0,0,0,0,0,0,0,0.005,87.6,56,70,92.9,10,1.1359,0,24,1,100,1
2017-01-21,2318,72.9,72.9,72.9,95,71.4,0.4,WSW,0.03,1.3,N,72.9,75.7,75.7,73.9,761.9,0,0,0,0,0,0,0,0,0,0.005,87.5,56,69.9,92.8,10,1.1361,0,23,1,100,1
2017-01-21,2319,72.9,72.9,72.9,95,71.4,0.4,WSW,0.03,1.3,WSW,72.9,75.7,75.7,73.9,761.9,0,0,0,0,0,0,0,0,0,0.005,87.5,56,69.9,92.8,10,1.1362,0,23,1,100,1
2017-01-21,2320,72.9,72.9,72.9,95,71.4,0.4,SW,0.03,1.8,SW,72.9,75.7,75.7,73.9,761.9,0,0,0,0,0,0,0,0,0,0.005,87.5,56,69.9,92.8,10,1.1361,0,24,1,100,1
2017-01-21,2321,72.9,72.9,72.9,95,71.4,0,N,0,1.3,N,72.9,75.7,75.7,73.9,761.9,0.25,0,0,0,0,0,0,0,0,0.005,87.5,56,69.9,92.8,10,1.1361,0,23,1,100,1
2017-01-21,2322,72.9,72.9,72.9,95,71.4,0.4,N,0.03,1.8,N,72.9,75.7,75.7,73.9,761.8,0,0,0,0,0,0,0,0,0,0.005,87.5,56,69.9,92.8,10,1.1361,0,24,1,100,1
2017-01-21,2323,72.8,72.9,72.8,95,71.3,0,N,0,0.4,N,72.8,75.6,75.6,73.8,761.8,0,0,0,0,0,0,0,0,0,0.005,87.5,56,69.9,92.8,10,1.1361,0,23,1,100,1
2017-01-21,2324,72.8,72.9,72.8,95,71.3,0,WSW,0,0.9,N,72.8,75.6,75.6,73.8,761.8,0,0,0,0,0,0,0,0,0,0.005,87.4,56,69.8,92.7,10,1.1364,0,23,1,100,1
2017-01-21,2325,72.9,72.9,72.8,95,71.4,0,---,0,0,---,72.9,75.7,75.7,73.9,761.8,0,0,0,0,0,0,0,0,0,0.005,87.4,56,69.8,92.7,10,1.1364,0,24,1,100,1
2017-01-21,2326,72.9,72.9,72.8,95,71.4,0,WSW,0,0.4,WSW,72.9,75.7,75.7,73.9,761.8,0,0,0,0,0,0,0,0,0,0.005,87.5,56,69.9,92.8,10,1.1361,0,23,1,100,1
2017-01-21,2327,72.9,72.9,72.8,95,71.4,0,SW,0,0.9,SW,72.9,75.7,75.7,73.9,761.8,0,0,0,0,0,0,0,0,0,0.005,87.4,56,69.8,92.7,10,1.1363,0,24,1,100,1
2017-01-21,2328,72.9,72.9,72.8,95,71.4,0,---,0,0,---,72.9,75.7,75.7,73.9,761.7,0,0,0,0,0,0,0,0,0,0.005,87.5,56,69.9,92.8,10,1.1359,0,23,1,100,1
2017-01-21,2329,72.9,72.9,72.8,95,71.4,0,---,0,0,---,72.9,75.7,75.7,73.9,761.7,0,0,0,0,0,0,0,0,0,0.005,87.5,56,69.9,92.8,10,1.1359,0,24,1,100,1
2017-01-21,2330,72.9,72.9,72.8,95,71.4,0,---,0,0,---,72.9,75.7,75.7,73.9,761.8,0,0,0,0,0,0,0,0,0,0.005,87.5,56,69.9,92.8,10,1.136,0,23,1,100,1
2017-01-21,2331,72.9,72.9,72.9,95,71.4,0,---,0,0,---,72.9,75.7,75.7,73.9,761.7,0,0,0,0,0,0,0,0,0,0.005,87.4,56,69.8,92.7,10,1.1362,0,23,1,100,1
2017-01-21,2332,72.8,72.9,72.8,95,71.3,0,---,0,0,---,72.8,75.6,75.6,73.8,761.7,0,0,0,0,0,0,0,0,0,0.005,87.5,56,69.9,92.8,10,1.1359,0,24,1,100,1
2017-01-21,2333,72.8,72.9,72.8,95,71.3,0,SW,0,0.4,SW,72.8,75.6,75.6,73.8,761.7,0,0,0,0,0,0,0,0,0,0.005,87.5,56,69.9,92.8,10,1.1359,0,23,1,100,1
2017-01-21,2334,72.9,72.9,72.8,95,71.4,0.4,SW,0.03,1.3,SSW,72.9,75.7,75.7,73.9,761.7,0,0,0,0,0,0,0,0,0,0.005,87.5,56,69.9,92.8,10,1.1359,0,24,1,100,1
2017-01-21,2335,72.9,72.9,72.8,95,71.4,0,SSW,0,0.4,N,72.9,75.7,75.7,73.9,761.7,0,0,0,0,0,0,0,0,0,0.005,87.4,56,69.8,92.7,10,1.1362,0,23,1,100,1
2017-01-21,2336,72.9,72.9,72.8,95,71.4,0.4,N,0.03,0.9,SW,72.9,75.7,75.7,73.9,761.7,0,0,0,0,0,0,0,0,0,0.005,87.4,56,69.8,92.7,10,1.1361,0,23,1,100,1
2017-01-21,2337,72.9,72.9,72.8,95,71.4,0,SW,0,0.9,SW,72.9,75.7,75.7,73.9,761.6,0,0,0,0,0,0,0,0,0,0.005,87.4,56,69.8,92.7,10,1.1361,0,24,1,100,1
2017-01-21,2338,72.9,72.9,72.8,95,71.4,0.4,SW,0.03,1.8,N,72.9,75.7,75.7,73.9,761.7,0,0,0,0,0,0,0,0,0,0.005,87.3,56,69.7,92.6,10,1.1364,0,23,1,100,1
2017-01-21,2339,72.8,72.9,72.8,95,71.3,0,N,0,0.4,N,72.8,75.6,75.6,73.8,761.6,0,0,0,0,0,0,0,0,0,0.005,87.3,56,69.7,92.6,10,1.1364,0,24,1,100,1
2017-01-21,2340,72.9,72.9,72.9,95,71.4,0,N,0,0.4,N,72.9,75.7,75.7,73.9,761.6,0,0,0,0,0,0,0,0,0,0.005,87.2,56,69.6,92.4,10.01,1.1366,0,23,1,100,1
2017-01-21,2341,72.9,72.9,72.8,95,71.4,0,N,0,0.4,N,72.9,75.7,75.7,73.9,761.6,0,0,0,0,0,0,0,0,0,0.005,87.2,56,69.6,92.4,10.01,1.1366,0,24,1,100,1
2017-01-21,2342,72.9,72.9,72.9,95,71.4,0,---,0,0,---,72.9,75.7,75.7,73.9,761.6,0,0,0,0,0,0,0,0,0,0.005,87.1,56,69.5,92.3,10.01,1.1369,0,23,1,100,1
2017-01-21,2343,72.9,72.9,72.9,95,71.4,0,SSW,0,0.4,SSW,72.9,75.7,75.7,73.9,761.6,0,0,0,0,0,0,0,0,0,0.005,87.1,57,70,92.7,10.17,1.1364,0,23,1,100,1
2017-01-21,2344,72.9,72.9,72.9,95,71.4,0.4,SSW,0.03,1.3,N,72.9,75.7,75.7,73.9,761.6,0,0,0,0,0,0,0,0,0,0.005,87,57,69.9,92.5,10.17,1.1367,0,24,1,100,1
2017-01-21,2345,72.9,72.9,72.9,95,71.4,0,---,0,0,---,72.9,75.7,75.7,73.9,761.6,0,0,0,0,0,0,0,0,0,0.005,87,57,69.9,92.5,10.17,1.1367,0,23,1,100,1
2017-01-21,2346,72.9,72.9,72.9,95,71.4,0,N,0,0.4,N,72.9,75.7,75.7,73.9,761.6,0,0,0,0,0,0,0,0,0,0.005,86.9,57,69.8,92.3,10.17,1.137,0,24,1,100,1
2017-01-21,2347,72.9,72.9,72.9,95,71.4,0.4,N,0.03,0.9,N,72.9,75.7,75.7,73.9,761.5,0,0,0,0,0,0,0,0,0,0.005,86.8,57,69.7,92.1,10.18,1.1372,0,23,1,100,1
2017-01-21,2348,72.9,72.9,72.9,95,71.4,0,SSW,0,0.4,SSW,72.9,75.7,75.7,73.9,761.5,0,0,0,0,0,0,0,0,0,0.005,86.8,57,69.7,92.1,10.18,1.1372,0,23,1,100,1
2017-01-21,2349,72.9,72.9,72.9,95,71.4,0,---,0,0,---,72.9,75.7,75.7,73.9,761.5,0,0,0,0,0,0,0,0,0,0.005,86.7,57,69.6,91.9,10.18,1.1375,0,24,1,100,1
2017-01-21,2350,72.9,72.9,72.9,95,71.4,0,---,0,0,---,72.9,75.7,75.7,73.9,761.6,0,0,0,0,0,0,0,0,0,0.005,86.7,57,69.6,91.9,10.18,1.1376,0,23,1,100,1
2017-01-21,2351,72.9,72.9,72.9,95,71.4,0,N,0,0.4,N,72.9,75.7,75.7,73.9,761.5,0,0,0,0,0,0,0,0,0,0.005,86.7,57,69.6,91.9,10.18,1.1375,0,24,1,100,1
2017-01-21,2352,72.9,72.9,72.9,95,71.4,0,N,0,0.4,N,72.9,75.7,75.7,73.9,761.5,0,0,0,0,0,0,0,0,0,0.005,86.6,57,69.6,91.7,10.19,1.1378,0,23,1,100,1
2017-01-21,2353,72.9,72.9,72.9,95,71.4,0,---,0,0,---,72.9,75.7,75.7,73.9,761.5,0,0,0,0,0,0,0,0,0,0.005,86.6,57,69.6,91.7,10.19,1.1378,0,24,1,100,1
2017-01-21,2354,72.9,72.9,72.9,95,71.4,0,N,0,0.9,SSW,72.9,75.7,75.7,73.9,761.5,0,0,0,0,0,0,0,0,0,0.005,86.6,57,69.6,91.7,10.19,1.1377,0,23,1,100,1
2017-01-21,2355,72.9,72.9,72.9,95,71.4,0,N,0,0.4,N,72.9,75.7,75.7,73.9,761.5,0,0,0,0,0,0,0,0,0,0.005,86.6,57,69.6,91.7,10.19,1.1377,0,23,1,100,1
2017-01-21,2356,72.9,73,72.9,95,71.4,0,---,0,0,---,72.9,75.7,75.7,73.9,761.4,0,0,0,0,0,0,0,0,0,0.005,86.6,58,70.1,92,10.32,1.1372,0,24,1,100,1
2017-01-21,2357,72.9,73,72.9,95,71.4,0,---,0,0,---,72.9,75.7,75.7,73.9,761.4,0,0,0,0,0,0,0,0,0,0.005,86.5,58,70,91.8,10.32,1.1375,0,23,1,100,1
2017-01-21,2358,72.9,73,72.9,95,71.4,0,SSW,0,0.4,SSW,72.9,75.7,75.7,73.9,761.4,0,0,0,0,0,0,0,0,0,0.005,86.6,58,70.1,92,10.32,1.1371,0,24,1,100,1
2017-01-21,2359,73,73,72.9,95,71.5,0,N,0,0.4,N,73,75.8,75.8,74,761.4,0,0,0,0,0,0,0,0,0,0.006,86.5,58,70,91.8,10.32,1.1373,0,23,1,100,1
2017-01-22,0,73,73,72.9,95,71.5,0,N,0,0.9,N,73,75.8,75.8,74,761.4,0,0,0,0,0,0,0,0,0,0.006,86.5,58,70,91.8,10.32,1.1373,0,23,1,100,1
2017-01-22,1,73,73,72.9,95,71.5,0,N,0,0.4,SSW,73,75.8,75.8,74,761.3,0,0,0,0,0,0,0,0,0,0.006,86.6,58,70.1,92,10.32,1.137,0,22,1,95.7,1
2017-01-22,2,73,73,72.9,95,71.5,0,N,0,0.4,SSW,73,75.8,75.8,74,761.3,0,0,0,0,0,0,0,0,0,0.006,86.5,58,70,91.8,10.32,1.1373,0,23,1,100,1
2017-01-22,3,72.9,72.9,72.9,95,71.4,0,---,0,0,---,72.9,75.7,75.7,73.9,761.3,0,0,0,0,0,0,0,0,0,0.005,86.5,58,70,91.8,10.32,1.1372,0,24,1,100,1
2017-01-22,4,72.9,72.9,72.9,95,71.4,0,SSW,0,0.9,SSW,72.9,75.7,75.7,73.9,761.3,0,0,0,0,0,0,0,0,0,0.005,86.5,58,70,91.8,10.32,1.1372,0,23,1,100,1
2017-01-22,5,72.9,73,72.9,95,71.4,0,N,0,0.4,N,72.9,75.7,75.7,73.9,761.3,0,0,0,0,0,0,0,0,0,0.005,86.4,58,69.9,91.6,10.32,1.1375,0,24,1,100,1
2017-01-22,6,72.9,72.9,72.9,95,71.4,0,---,0,0,---,72.9,75.7,75.7,73.9,761.3,0,0,0,0,0,0,0,0,0,0.005,86.4,58,69.9,91.6,10.32,1.1375,0,23,1,100,1
2017-01-22,7,72.9,73,72.9,95,71.4,0,---,0,0,---,72.9,75.7,75.7,73.9,761.2,0,0,0,0,0,0,0,0,0,0.005,86.4,58,69.9,91.6,10.32,1.1374,0,23,1,100,1
2017-01-22,8,72.9,73,72.9,95,71.4,0,SSW,0,0.9,SSW,72.9,75.7,75.7,73.9,761.2,0,0,0,0,0,0,0,0,0,0.005,86.4,58,69.9,91.6,10.32,1.1374,0,24,1,100,1
2017-01-22,9,72.9,72.9,72.9,95,71.4,0,SSW,0,0.4,SSW,72.9,75.7,75.7,73.9,761.2,0,0,0,0,0,0,0,0,0,0.005,86.4,58,69.9,91.6,10.32,1.1375,0,23,1,100,1
2017-01-22,10,72.9,73,72.9,95,71.4,0,SSW,0,1.8,SSW,72.9,75.7,75.7,73.9,761.2,0,0,0,0,0,0,0,0,0,0.005,86.3,58,69.8,91.4,10.32,1.1377,0,24,1,100,1
2017-01-22,11,73,73,72.9,95,71.5,0,SW,0,0.4,SW,73,75.8,75.8,74,761.2,0,0,0,0,0,0,0,0,0,0.006,86.3,58,69.8,91.4,10.32,1.1376,0,23,1,100,1
2017-01-22,12,72.9,73,72.9,95,71.4,0,N,0,0.4,N,72.9,75.7,75.7,73.9,761.2,0,0,0,0,0,0,0,0,0,0.005,86.3,58,69.8,91.4,10.32,1.1376,0,24,1,100,1
2017-01-22,13,73,73,72.9,95,71.5,0.9,SW,0.05,1.8,N,73,75.8,75.8,74,761.2,0,0,0,0,0,0,0,0,0,0.006,86.3,58,69.8,91.4,10.32,1.1376,0,23,1,100,1
2017-01-22,14,73,73,72.9,95,71.5,0,N,0,0.4,SW,73,75.8,75.8,74,761.1,0,0,0,0,0,0,0,0,0,0.006,86.3,58,69.8,91.4,10.32,1.1376,0,23,1,100,1
2017-01-22,15,73,73,73,95,71.5,0,N,0,0.9,SSW,73,75.8,75.8,74,761.1,0,0,0,0,0,0,0,0,0,0.006,86.2,58,69.7,91.2,10.33,1.1379,0,24,1,100,1
2017-01-22,16,73,73,73,95,71.5,0,---,0,0,---,73,75.8,75.8,74,761.1,0,0,0,0,0,0,0,0,0,0.006,86.2,58,69.7,91.2,10.33,1.1378,0,23,1,100,1
2017-01-22,17,73,73,73,95,71.5,0,SSW,0,0.4,SSW,73,75.8,75.8,74,761.1,0,0,0,0,0,0,0,0,0,0.006,86.2,58,69.7,91.2,10.33,1.1378,0,24,1,100,1
2017-01-22,18,73,73,73,95,71.5,0.4,SSW,0.03,0.9,N,73,75.8,75.8,74,761.1,0,0,0,0,0,0,0,0,0,0.006,86.1,58,69.6,91,10.33,1.1381,0,23,1,100,1
2017-01-22,19,73,73,73,95,71.5,0,SSW,0,0.4,SSW,73,75.8,75.8,74,761,0.25,0,0,0,0,0,0,0,0,0.006,86.1,58,69.6,91,10.33,1.138,0,23,1,100,1
2017-01-22,20,73,73,73,95,71.5,0,SSW,0,0.9,SSW,73,75.8,75.8,74,761,0,0,0,0,0,0,0,0,0,0.006,86.1,58,69.6,91,10.33,1.138,0,24,1,100,1
2017-01-22,21,73,73,73,95,71.5,0,SSW,0,0.4,SSW,73,75.8,75.8,74,761,0,0,0,0,0,0,0,0,0,0.006,86.1,58,69.6,91,10.33,1.138,0,23,1,100,1
2017-01-22,22,73,73,73,96,71.8,0,N,0,0.4,N,73,76,76,74.2,761,0,0,0,0,0,0,0,0,0,0.006,86.1,58,69.6,91,10.33,1.138,0,24,1,100,1
2017-01-22,23,73,73,73,95,71.5,0,N,0,0.4,SSW,73,75.8,75.8,74,761,0,0,0,0,0,0,0,0,0,0.006,86.1,58,69.6,91,10.33,1.138,0,23,1,100,1
2017-01-22,24,73,73,73,96,71.8,0,SSW,0,0.4,SSW,73,76,76,74.2,761,0,0,0,0,0,0,0,0,0,0.006,86,58,69.5,90.8,10.33,1.1383,0,24,1,100,1
2017-01-22,25,73,73,73,95,71.5,0,N,0,0.4,N,73,75.8,75.8,74,761,0,0,0,0,0,0,0,0,0,0.006,86,58,69.5,90.8,10.33,1.1383,0,23,1,100,1
2017-01-22,26,73,73,73,96,71.8,0,SSW,0,0.4,SSW,73,76,76,74.2,761,0,0,0,0,0,0,0,0,0,0.006,86,58,69.5,90.8,10.33,1.1383,0,23,1,100,1
2017-01-22,27,73,73,73,96,71.8,0,---,0,0,---,73,76,76,74.2,761,0,0,0,0,0,0,0,0,0,0.006,86,59,70,91.1,10.53,1.1378,0,24,1,100,1
2017-01-22,28,73,73,73,96,71.8,0,N,0,0.9,SSW,73,76,76,74.2,761,0,0,0,0,0,0,0,0,0,0.006,85.9,59,69.9,90.9,10.53,1.1381,0,23,1,100,1
2017-01-22,29,73,73,73,96,71.8,0,---,0,0,---,73,76,76,74.2,761,0,0,0,0,0,0,0,0,0,0.006,85.9,59,69.9,90.9,10.53,1.1381,0,24,1,100,1
2017-01-22,30,73,73,73,96,71.8,0,---,0,0,---,73,76,76,74.2,761,0,0,0,0,0,0,0,0,0,0.006,85.9,59,69.9,90.9,10.53,1.138,0,23,1,100,1
2017-01-22,31,73,73,73,96,71.8,0,SSW,0,0.4,SSW,73,76,76,74.2,760.9,0,0,0,0,0,0,0,0,0,0.006,85.9,59,69.9,90.9,10.53,1.138,0,23,1,100,1
2017-01-22,32,73,73.1,73,96,71.8,0,N,0,0.4,N,73,76,76,74.2,760.9,0,0,0,0,0,0,0,0,0,0.006,85.9,59,69.9,90.9,10.53,1.138,0,24,1,100,1
2017-01-22,33,73.1,73.1,73,96,71.9,0,---,0,0,---,73.1,76.1,76.1,74.3,760.9,0,0,0,0,0,0,0,0,0,0.006,85.9,59,69.9,90.9,10.53,1.1379,0,23,1,100,1
2017-01-22,34,73.1,73.1,73,96,71.9,0,SSW,0,0.4,SSW,73.1,76.1,76.1,74.3,760.9,0,0,0,0,0,0,0,0,0,0.006,85.9,59,69.9,90.9,10.53,1.1379,0,24,1,100,1
2017-01-22,35,73.1,73.1,73,96,71.9,0,N,0,0.4,N,73.1,76.1,76.1,74.3,760.9,0,0,0,0,0,0,0,0,0,0.006,85.9,59,69.9,90.9,10.53,1.1379,0,23,1,100,1
2017-01-22,36,73.1,73.1,73.1,96,71.9,0,SSW,0,0.4,SSW,73.1,76.1,76.1,74.3,760.9,0,0,0,0,0,0,0,0,0,0.006,85.9,59,69.9,90.9,10.53,1.1379,0,24,1,100,1
2017-01-22,37,73.1,73.1,73,96,71.9,0,---,0,0,---,73.1,76.1,76.1,74.3,760.8,0,0,0,0,0,0,0,0,0,0.006,86,59,70,91.1,10.53,1.1375,0,23,1,100,1
2017-01-22,38,73.1,73.1,73.1,96,71.9,0,SSW,0,0.4,N,73.1,76.1,76.1,74.3,760.8,0,0,0,0,0,0,0,0,0,0.006,86,59,70,91.1,10.53,1.1375,0,23,1,100,1
2017-01-22,39,73.1,73.1,73,96,71.9,0,SSW,0,0.9,N,73.1,76.1,76.1,74.3,760.8,0,0,0,0,0,0,0,0,0,0.006,86,59,70,91.1,10.53,1.1375,0,24,1,100,1
2017-01-22,40,73,73.1,73,96,71.8,0,SSW,0,0.4,SSW,73,76,76,74.2,760.8,0,0,0,0,0,0,0,0,0,0.006,86,59,70,91.1,10.53,1.1375,0,23,1,100,1
2017-01-22,41,73.1,73.1,73.1,96,71.9,0,---,0,0,---,73.1,76.1,76.1,74.3,760.7,0,0,0,0,0,0,0,0,0,0.006,86,59,70,91.1,10.53,1.1374,0,24,1,100,1
